Date,Open,High,Low,Close,Adj Close,Volume
2017-11-03,18.969999,18.969999,18.969999,18.969999,18.808304,0
2017-11-06,18.969999,18.969999,18.969999,18.969999,18.808304,0
2017-11-07,18.969999,18.969999,18.969999,18.969999,18.808304,0
2017-11-08,18.959999,18.959999,18.959999,18.959999,18.798386,0
2017-11-09,18.959999,18.959999,18.959999,18.959999,18.798386,0
2017-11-10,18.950001,18.950001,18.950001,18.950001,18.788473,0
2017-11-13,18.940001,18.940001,18.940001,18.940001,18.778559,0
2017-11-14,18.940001,18.940001,18.940001,18.940001,18.778559,0
2017-11-15,18.940001,18.940001,18.940001,18.940001,18.778559,0
2017-11-16,18.930000,18.930000,18.930000,18.930000,18.768646,0
2017-11-17,18.930000,18.930000,18.930000,18.930000,18.768646,0
2017-11-20,18.930000,18.930000,18.930000,18.930000,18.768646,0
2017-11-21,18.920000,18.920000,18.920000,18.920000,18.758730,0
2017-11-22,18.940001,18.940001,18.940001,18.940001,18.778559,0
2017-11-24,18.940001,18.940001,18.940001,18.940001,18.778559,0
2017-11-27,18.940001,18.940001,18.940001,18.940001,18.778559,0
2017-11-28,18.940001,18.940001,18.940001,18.940001,18.778559,0
2017-11-29,18.940001,18.940001,18.940001,18.940001,18.778559,0
2017-11-30,18.930000,18.930000,18.930000,18.930000,18.768646,0
2017-12-01,18.930000,18.930000,18.930000,18.930000,18.768646,0
2017-12-04,18.920000,18.920000,18.920000,18.920000,18.773605,0
2017-12-05,18.910000,18.910000,18.910000,18.910000,18.763683,0
2017-12-06,18.920000,18.920000,18.920000,18.920000,18.773605,0
2017-12-07,18.920000,18.920000,18.920000,18.920000,18.773605,0
2017-12-08,18.920000,18.920000,18.920000,18.920000,18.773605,0
2017-12-11,18.910000,18.910000,18.910000,18.910000,18.763683,0
2017-12-12,18.910000,18.910000,18.910000,18.910000,18.763683,0
2017-12-13,18.930000,18.930000,18.930000,18.930000,18.783529,0
2017-12-14,18.920000,18.920000,18.920000,18.920000,18.773605,0
2017-12-15,18.910000,18.910000,18.910000,18.910000,18.763683,0
2017-12-18,18.910000,18.910000,18.910000,18.910000,18.763683,0
2017-12-19,18.900000,18.900000,18.900000,18.900000,18.753761,0
2017-12-20,18.900000,18.900000,18.900000,18.900000,18.753761,0
2017-12-21,18.900000,18.900000,18.900000,18.900000,18.753761,0
2017-12-22,18.889999,18.889999,18.889999,18.889999,18.743832,0
2017-12-26,18.900000,18.900000,18.900000,18.900000,18.753761,0
2017-12-27,18.900000,18.900000,18.900000,18.900000,18.753761,0
2017-12-28,18.900000,18.900000,18.900000,18.900000,18.753761,0
2017-12-29,18.910000,18.910000,18.910000,18.910000,18.763683,0
2018-01-02,18.910000,18.910000,18.910000,18.910000,18.763683,0
2018-01-03,18.900000,18.900000,18.900000,18.900000,18.753761,0
2018-01-04,18.900000,18.900000,18.900000,18.900000,18.753761,0
2018-01-05,18.900000,18.900000,18.900000,18.900000,18.753761,0
2018-01-08,18.900000,18.900000,18.900000,18.900000,18.753761,0
2018-01-09,18.900000,18.900000,18.900000,18.900000,18.753761,0
2018-01-10,18.900000,18.900000,18.900000,18.900000,18.753761,0
2018-01-11,18.900000,18.900000,18.900000,18.900000,18.753761,0
2018-01-12,18.900000,18.900000,18.900000,18.900000,18.753761,0
2018-01-16,18.889999,18.889999,18.889999,18.889999,18.743832,0
2018-01-17,18.879999,18.879999,18.879999,18.879999,18.733912,0
2018-01-18,18.879999,18.879999,18.879999,18.879999,18.733912,0
2018-01-19,18.870001,18.870001,18.870001,18.870001,18.723991,0
2018-01-22,18.879999,18.879999,18.879999,18.879999,18.733912,0
2018-01-23,18.889999,18.889999,18.889999,18.889999,18.743832,0
2018-01-24,18.889999,18.889999,18.889999,18.889999,18.743832,0
2018-01-25,18.889999,18.889999,18.889999,18.889999,18.743832,0
2018-01-26,18.879999,18.879999,18.879999,18.879999,18.733912,0
2018-01-29,18.879999,18.879999,18.879999,18.879999,18.733912,0
2018-01-30,18.879999,18.879999,18.879999,18.879999,18.733912,0
2018-01-31,18.870001,18.870001,18.870001,18.870001,18.723991,0
2018-02-01,18.870001,18.870001,18.870001,18.870001,18.723991,0
