Date,Open,High,Low,Close,Adj Close,Volume
2018-10-01,144.800003,144.800003,144.800003,145.000000,145.000000,2061
2018-10-02,144.800003,144.800003,142.600006,145.000000,145.000000,1892
2018-10-03,145.000000,145.000000,145.000000,145.000000,145.000000,0
2018-10-04,144.199997,144.199997,144.199997,145.000000,145.000000,38
2018-10-05,145.000000,145.000000,145.000000,145.000000,145.000000,0
2018-10-08,142.600006,142.600006,142.600006,145.000000,145.000000,2863
2018-10-09,145.000000,145.000000,145.000000,145.000000,145.000000,1616
2018-10-10,145.000000,145.000000,145.000000,145.000000,145.000000,0
2018-10-11,144.399994,144.399994,144.399994,144.500000,144.500000,2058
2018-10-12,142.259995,142.259995,142.050003,144.500000,144.500000,2728
2018-10-15,142.050003,142.050003,142.050003,144.500000,144.500000,10000
2018-10-16,144.399994,144.399994,141.000000,144.500000,144.500000,15301
2018-10-17,144.389999,144.389999,141.000000,145.500000,145.500000,8000
2018-10-18,141.000000,144.384995,141.000000,145.500000,145.500000,7271
2018-10-19,141.000000,141.059998,141.000000,145.500000,145.500000,21500
2018-10-22,145.000000,145.384995,141.059998,146.000000,146.000000,44674
2018-10-23,141.520004,141.520004,141.520004,146.000000,146.000000,301
2018-10-24,145.300003,145.300003,145.300003,146.000000,146.000000,2732
2018-10-25,146.000000,146.000000,146.000000,146.000000,146.000000,0
2018-10-26,145.289993,145.289993,145.289993,146.000000,146.000000,4000
2018-10-29,145.289993,145.289993,145.289993,146.000000,146.000000,3000
2018-10-30,141.520004,141.520004,141.520004,146.000000,146.000000,6500
2018-10-31,141.520004,141.520004,141.520004,146.000000,146.000000,3000
